Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2025,St. Louis,MO,Passenger,2,0,2,57,59,3.39
June 30 2024,Cameron,TX,Passenger,1,0,1,22,23,4.35
March 31 2019,Polk,FL,Passenger,1,0,1,74,75,1.33
July 31 2018,Spokane,WA,Passenger,347,320,667,303808,304475,0.22
July 31 2019,Douglas,NE,Passenger,0,1,1,67,68,1.47
November 30 2017,Bexar,TX,Passenger,1,1,2,844,846,0.24
May 31 2025,Pima,AZ,Passenger,2,0,2,179,181,1.1
December 31 2020,Charles,MD,Passenger,1,1,2,75,77,2.6
February 28 2017,Fairfax,VA,Passenger,3,2,5,886,891,0.56
January 31 2025,Bannock,ID,Passenger,1,0,1,8,9,11.11
October 31 2024,Clackamas,OR,Passenger,4,2,6,131,137,4.38
October 31 2018,Santa Rosa,FL,Passenger,1,0,1,90,91,1.1
May 31 2024,Hunt,TX,Passenger,1,0,1,4,5,20
December 31 2025,El Paso,TX,Passenger,1,4,5,294,299,1.67
September 30 2025,Marion,IN,Passenger,1,0,1,27,28,3.57
March 31 2020,Charleston,SC,Passenger,1,0,1,113,114,0.88
March 31 2017,Okaloosa,FL,Passenger,1,0,1,190,191,0.52
October 31 2022,Bernalillo,NM,Passenger,1,0,1,109,110,0.91
August 31 2023,Camden,NJ,Passenger,0,1,1,12,13,7.69
March 31 2023,Columbia,OR,Passenger,1,0,1,22,23,4.35
June 30 2022,Franklin,OH,Passenger,1,0,1,80,81,1.23
February 28 2019,Mecklenburg,NC,Passenger,1,0,1,91,92,1.09
November 30 2017,El Paso,CO,Passenger,2,1,3,778,781,0.38
October 31 2024,Ogle,IL,Passenger,1,0,1,0,1,100
April 30 2024,Ferry,WA,Passenger,30,4,34,4262,4296,0.79
November 30 2025,Hoke,NC,Passenger,2,0,2,58,60,3.33
April 30 2024,Riverside,CA,Passenger,12,2,14,508,522,2.68
August 31 2024,Calvert,MD,Passenger,1,2,3,77,80,3.75
June 30 2021,Los Angeles,CA,Passenger,12,11,23,1060,1083,2.12
July 31 2022,Marin,CA,Passenger,1,2,3,40,43,6.98
April 30 2023,Monona,IA,Passenger,1,0,1,1,2,50
April 30 2021,Hawaii,HI,Passenger,1,0,1,61,62,1.61
October 31 2022,Palm Beach,FL,Passenger,2,1,3,68,71,4.23
May 31 2020,Twin Falls,ID,Passenger,0,2,2,30,32,6.25
January 31 2025,Lake,IN,Passenger,1,0,1,5,6,16.67
August 31 2022,Pima,AZ,Passenger,1,0,1,314,315,0.32
September 30 2023,Yakima,WA,Passenger,576,276,852,165845,166697,0.51
November 30 2022,San Mateo,CA,Passenger,3,1,4,118,122,3.28
April 30 2024,Marion,OR,Passenger,1,0,1,82,83,1.2
January 31 2019,Fairfax,VA,Passenger,4,1,5,829,834,0.6
February 29 2020,Clackamas,OR,Passenger,2,1,3,247,250,1.2
November 30 2019,Harnett,NC,Passenger,1,1,2,213,215,0.93
July 31 2022,Monroe,NY,Passenger,1,0,1,25,26,3.85
December 31 2023,Arlington,VA,Passenger,5,0,5,132,137,3.65
June 30 2022,Honolulu,HI,Passenger,3,5,8,447,455,1.76
September 30 2024,Onslow,NC,Passenger,1,0,1,139,140,0.71
March 31 2018,DeKalb,IN,Passenger,1,0,1,1,2,50
July 31 2023,Weld,CO,Passenger,3,0,3,27,30,10
June 30 2021,Washington,WI,Passenger,1,0,1,2,3,33.33
April 30 2020,Stafford,VA,Passenger,1,1,2,97,99,2.02
October 31 2019,Queens,NY,Passenger,1,0,1,57,58,1.72
August 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
January 31 2026,Hennepin,MN,Passenger,0,2,2,38,40,5
August 31 2025,Benton,OR,Passenger,1,0,1,28,29,3.45
February 28 2026,Pacific,WA,Passenger,206,127,333,15085,15418,2.16
August 31 2017,Spokane,WA,Passenger,268,220,488,297254,297742,0.16
December 31 2017,Fresno,CA,Passenger,1,0,1,212,213,0.47
March 31 2023,Monroe,NY,Passenger,1,0,1,25,26,3.85
May 31 2023,Pierce,WA,Truck,153,0,153,136785,136938,0.11
December 31 2021,Benton,WA,Truck,0,0,0,43638,43638,0
September 30 2025,Ada,ID,Passenger,1,0,1,127,128,0.78
July 31 2024,Allegheny,PA,Passenger,4,0,4,58,62,6.45
September 30 2021,Dallas,IA,Passenger,0,1,1,11,12,8.33
March 31 2022,Marion,OR,Passenger,1,0,1,144,145,0.69
February 28 2023,Howard,MD,Passenger,0,2,2,72,74,2.7
February 28 2022,Gwinnett,GA,Passenger,2,0,2,70,72,2.78
June 30 2021,Pacific,WA,Passenger,45,53,98,16012,16110,0.61
October 31 2021,Arlington,VA,Passenger,2,1,3,157,160,1.88
August 31 2022,Klickitat,WA,Truck,2,0,2,8249,8251,0.02
March 31 2024,Mercer,NJ,Passenger,0,1,1,11,12,8.33
June 30 2020,Kitsap,WA,Truck,0,0,0,53988,53988,0
September 30 2020,Lee,FL,Passenger,1,0,1,59,60,1.67
September 30 2024,Fresno,CA,Passenger,1,1,2,154,156,1.28
June 30 2022,Harnett,NC,Passenger,3,0,3,179,182,1.65
June 30 2022,Baltimore,MD,Passenger,2,0,2,88,90,2.22
June 30 2020,St. Louis,MO,Passenger,1,0,1,109,110,0.91
August 31 2018,Skamania,WA,Passenger,14,10,24,8663,8687,0.28
January 31 2022,Marion,IN,Passenger,1,0,1,55,56,1.79
April 30 2022,Essex,MA,Passenger,2,0,2,24,26,7.69
August 31 2017,Island,WA,Passenger,124,150,274,60501,60775,0.45
July 31 2019,Shasta,CA,Passenger,1,0,1,47,48,2.08
December 31 2019,Shelby,OH,Passenger,0,1,1,2,3,33.33
March 31 2024,Chesterfield,VA,Passenger,1,0,1,56,57,1.75
September 30 2021,Anne Arundel,MD,Passenger,3,1,4,378,382,1.05
January 31 2024,St. Charles,MO,Passenger,0,1,1,37,38,2.63
November 30 2020,Walla Walla,WA,Truck,0,0,0,13798,13798,0
June 30 2023,Whitman,WA,Truck,4,0,4,8573,8577,0.05
December 31 2024,Hernando,FL,Passenger,1,0,1,10,11,9.09
January 31 2024,Cowlitz,WA,Truck,14,0,14,27850,27864,0.05
June 30 2019,Skagit,WA,Passenger,299,200,499,91862,92361,0.54
January 31 2025,Goochland,VA,Passenger,3,0,3,53,56,5.36
July 31 2025,Centre,PA,Passenger,1,0,1,9,10,10
August 31 2021,Lewis,WA,Passenger,181,153,334,59562,59896,0.56
November 30 2024,Middlesex,NJ,Passenger,2,0,2,21,23,8.7
September 30 2018,Monterey,CA,Passenger,0,1,1,195,196,0.51
April 30 2017,Hamilton,IN,Passenger,1,0,1,61,62,1.61
August 31 2017,El Paso,CO,Passenger,2,1,3,791,794,0.38
May 31 2022,San Juan,WA,Truck,1,0,1,5966,5967,0.02
August 31 2017,Cowlitz,WA,Passenger,50,62,112,70004,70116,0.16
November 30 2022,Middlesex,MA,Passenger,1,1,2,112,114,1.75
December 31 2020,Loudoun,VA,Passenger,1,0,1,76,77,1.3
January 31 2023,Wahkiakum,WA,Passenger,25,15,40,3041,3081,1.3
January 31 2025,Pierce,WA,Truck,570,0,570,132759,133329,0.43
September 30 2024,Forsyth,GA,Passenger,1,0,1,14,15,6.67
December 31 2017,Columbia,WA,Truck,0,0,0,1541,1541,0
September 30 2019,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100
March 31 2021,Denver,CO,Passenger,1,0,1,137,138,0.72
May 31 2017,Juneau,AK,Passenger,0,1,1,52,53,1.89
September 30 2017,Collier,FL,Passenger,1,0,1,29,30,3.33
March 31 2023,Horry,SC,Passenger,1,0,1,21,22,4.55
December 31 2022,McLennan,TX,Passenger,1,0,1,18,19,5.26
June 30 2017,Mason,WA,Truck,0,0,0,19266,19266,0
January 31 2025,Chelan,WA,Truck,83,0,83,22898,22981,0.36
August 31 2017,Montgomery,TX,Passenger,1,0,1,64,65,1.54
February 28 2018,Klickitat,WA,Truck,0,0,0,8028,8028,0
August 31 2018,Tarrant,TX,Passenger,1,0,1,232,233,0.43
December 31 2025,Chelan,WA,Truck,110,0,110,22359,22469,0.49
April 30 2019,Kauai,HI,Passenger,1,0,1,15,16,6.25
May 31 2018,Kauai,HI,Passenger,1,0,1,19,20,5
January 31 2023,Loudoun,VA,Passenger,3,2,5,66,71,7.04
December 31 2018,San Francisco,CA,Passenger,2,2,4,128,132,3.03
April 30 2025,San Bernardino,CA,Passenger,5,1,6,361,367,1.63
June 30 2022,Rockdale,GA,Passenger,1,0,1,8,9,11.11
March 31 2022,Montgomery,MD,Passenger,2,4,6,230,236,2.54
December 31 2024,Chesapeake,VA,Passenger,1,2,3,291,294,1.02
November 30 2024,Niagara,NY,Passenger,0,1,1,1,2,50
May 31 2022,Travis,TX,Passenger,3,2,5,170,175,2.86
September 30 2019,Placer,CA,Passenger,1,0,1,108,109,0.92
June 30 2024,Whitman,WA,Truck,11,0,11,8567,8578,0.13
September 30 2017,Garfield,WA,Truck,0,0,0,940,940,0
June 30 2025,Hall,GA,Passenger,1,0,1,7,8,12.5
September 30 2020,Walla Walla,WA,Passenger,86,61,147,35890,36037,0.41
March 31 2020,Orange,FL,Passenger,1,0,1,160,161,0.62
April 30 2023,La Plata,CO,Passenger,1,0,1,9,10,10
March 31 2025,Morris,NJ,Passenger,1,0,1,8,9,11.11
August 31 2018,Frederick,MD,Passenger,0,1,1,84,85,1.18
April 30 2020,Riverside,CA,Passenger,5,1,6,709,715,0.84
June 30 2024,Penobscot,ME,Passenger,0,1,1,5,6,16.67
November 30 2019,Lincoln,WA,Truck,0,0,0,4690,4690,0
February 28 2021,Orange,FL,Passenger,2,0,2,146,148,1.35
July 31 2018,Snohomish,WA,Passenger,2402,1293,3695,522305,526000,0.7
November 30 2022,Forsyth,GA,Passenger,1,0,1,18,19,5.26
December 31 2023,Loudoun,VA,Passenger,2,1,3,68,71,4.23
May 31 2023,Norfolk,VA,Passenger,3,2,5,306,311,1.61
August 31 2022,Brevard,FL,Passenger,0,1,1,78,79,1.27
October 31 2022,Pend Oreille,WA,Truck,0,0,0,5600,5600,0
June 30 2020,Jefferson,CO,Passenger,0,1,1,69,70,1.43
July 31 2019,Frederick,MD,Passenger,1,1,2,81,83,2.41
January 31 2024,Middlesex,CT,Passenger,1,0,1,11,12,8.33
June 30 2023,Prince George's,MD,Passenger,2,1,3,152,155,1.94
February 28 2021,Mercer,NJ,Passenger,0,1,1,12,13,7.69
October 31 2017,Manatee,FL,Passenger,1,0,1,47,48,2.08
April 30 2017,Stevens,WA,Passenger,8,22,30,31216,31246,0.1
February 28 2025,Ventura,CA,Passenger,3,3,6,251,257,2.33
August 31 2023,Wake,NC,Passenger,7,1,8,126,134,5.97
March 31 2017,Middlesex,MA,Passenger,1,0,1,153,154,0.65
March 31 2024,Kent,DE,Passenger,1,0,1,45,46,2.17
November 30 2022,Madison,AL,Passenger,1,0,1,75,76,1.32
April 30 2018,Juneau,AK,Passenger,0,1,1,49,50,2
November 30 2025,Sonoma,CA,Passenger,0,1,1,66,67,1.49
August 31 2019,Howard,MD,Passenger,0,1,1,82,83,1.2
September 30 2022,Autauga,AL,Passenger,1,0,1,16,17,5.88
October 31 2025,Greene,OH,Passenger,1,0,1,27,28,3.57
July 31 2023,Snohomish,WA,Truck,188,0,188,120937,121125,0.16
May 31 2019,Shasta,CA,Passenger,1,0,1,49,50,2
May 31 2022,Ferry,WA,Passenger,20,4,24,4419,4443,0.54
November 30 2022,Washoe,NV,Passenger,2,0,2,93,95,2.11
January 31 2025,Skagit,WA,Truck,71,0,71,31502,31573,0.22
December 31 2021,Middlesex,MA,Passenger,0,1,1,121,122,0.82
August 31 2019,Larimer,CO,Passenger,1,0,1,67,68,1.47
October 31 2022,Collin,TX,Passenger,9,0,9,103,112,8.04
September 30 2021,San Francisco,CA,Passenger,2,2,4,118,122,3.28
May 31 2024,San Bernardino,CA,Passenger,6,1,7,369,376,1.86
December 31 2023,Wahkiakum,WA,Passenger,32,22,54,3049,3103,1.74
December 31 2025,Pierce,WA,Truck,759,0,759,129701,130460,0.58
September 30 2025,Shelby,TN,Passenger,1,1,2,53,55,3.64
September 30 2022,Sarasota,FL,Passenger,1,0,1,44,45,2.22
June 30 2025,Lewis,WA,Truck,31,0,31,25832,25863,0.12
October 31 2024,Pulaski,MO,Passenger,4,0,4,121,125,3.2
September 30 2021,Lincoln,OR,Passenger,1,0,1,43,44,2.27
December 31 2025,New York,NY,Passenger,4,0,4,20,24,16.67
October 31 2023,Kittitas,WA,Passenger,430,115,545,29268,29813,1.83
April 30 2021,Montgomery,TX,Passenger,2,1,3,59,62,4.84
December 31 2025,Norfolk,VA,Passenger,3,0,3,228,231,1.3
March 31 2025,Schuylkill,PA,Passenger,1,0,1,2,3,33.33
July 31 2024,Mesa,CO,Passenger,0,1,1,11,12,8.33
January 31 2026,Maui,HI,Passenger,2,0,2,13,15,13.33
February 28 2022,Fulton,GA,Passenger,0,1,1,88,89,1.12
April 30 2023,Franklin,OH,Passenger,1,0,1,74,75,1.33
July 31 2021,Fort Bend,TX,Passenger,1,0,1,39,40,2.5
January 31 2018,Walla Walla,WA,Truck,0,0,0,13313,13313,0
July 31 2024,San Luis Obispo,CA,Passenger,2,2,4,50,54,7.41
March 31 2024,St. Louis,MO,Passenger,1,0,1,74,75,1.33
November 30 2024,Hudson,NJ,Passenger,3,0,3,41,44,6.82
April 30 2025,District of Columbia,DC,Truck,1,0,1,15,16,6.25
February 28 2023,Sussex,NJ,Passenger,1,0,1,2,3,33.33
October 31 2021,Spokane,WA,Truck,0,0,0,102355,102355,0
September 30 2018,Allegheny,PA,Passenger,1,0,1,85,86,1.16
November 30 2023,Newport News,VA,Passenger,1,0,1,129,130,0.77
February 28 2026,Whatcom,WA,Truck,224,0,224,40264,40488,0.55
May 31 2020,Harris,TX,Passenger,1,0,1,297,298,0.34
July 31 2022,Prince George's,MD,Passenger,2,1,3,154,157,1.91
October 31 2024,Spotsylvania,VA,Passenger,0,1,1,27,28,3.57
September 30 2023,Yuba,CA,Truck,1,0,1,10,11,9.09
December 31 2025,Manatee,FL,Passenger,1,0,1,19,20,5
October 31 2024,Calvert,MD,Passenger,1,2,3,76,79,3.8
July 31 2024,Los Angeles,CA,Passenger,17,4,21,779,800,2.62
June 30 2022,Ramsey,MN,Passenger,1,0,1,32,33,3.03
September 30 2024,Miami-Dade,FL,Passenger,2,0,2,92,94,2.13
October 31 2024,Lincoln,WA,Passenger,32,31,63,7530,7593,0.83
July 31 2018,Island,WA,Passenger,206,195,401,62470,62871,0.64
March 31 2020,Valencia,NM,Passenger,1,0,1,8,9,11.11
October 31 2020,Okanogan,WA,Truck,0,0,0,16547,16547,0
May 31 2022,Harnett,NC,Passenger,3,0,3,177,180,1.67
November 30 2021,Lake,IL,Passenger,4,0,4,173,177,2.26
March 31 2025,Manatee,FL,Passenger,1,0,1,22,23,4.35
July 31 2023,Brevard,FL,Passenger,0,1,1,80,81,1.23
January 31 2025,Orange,NC,Passenger,1,0,1,5,6,16.67
June 30 2025,San Luis Obispo,CA,Passenger,2,1,3,42,45,6.67
September 30 2025,Wayne,NC,Passenger,1,0,1,33,34,2.94
March 31 2021,Lake,FL,Passenger,1,0,1,30,31,3.23
December 31 2021,Okaloosa,FL,Passenger,0,1,1,135,136,0.74
January 31 2023,Asotin,WA,Truck,0,0,0,6646,6646,0
January 31 2021,Middlesex,MA,Passenger,1,0,1,114,115,0.87
March 31 2022,Chatham,NC,Passenger,1,0,1,9,10,10
October 31 2024,Montgomery,AL,Passenger,1,1,2,24,26,7.69
December 31 2021,Philadelphia,PA,Passenger,1,1,2,64,66,3.03
October 31 2023,Carroll,MD,Passenger,0,1,1,27,28,3.57
December 31 2025,Greene,OH,Passenger,1,0,1,27,28,3.57
October 31 2018,Oldham,KY,Passenger,0,1,1,5,6,16.67
May 31 2020,Davidson,TN,Passenger,1,0,1,90,91,1.1
November 30 2024,Douglas,WA,Passenger,354,110,464,29140,29604,1.57
February 28 2021,Chelan,WA,Passenger,301,89,390,54452,54842,0.71
April 30 2024,Douglas,NV,Passenger,1,0,1,6,7,14.29
December 31 2024,Thurston,WA,Truck,211,0,211,53002,53213,0.4
August 31 2021,Manassas,VA,Passenger,0,1,1,6,7,14.29
March 31 2024,Kern,CA,Passenger,3,1,4,189,193,2.07
April 30 2024,Charlottesville,VA,Passenger,0,2,2,6,8,25
February 28 2025,Charlottesville,VA,Passenger,0,1,1,6,7,14.29
October 31 2021,Harford,MD,Passenger,1,1,2,66,68,2.94
April 30 2020,Loudoun,VA,Passenger,1,0,1,89,90,1.11
December 31 2025,Currituck,NC,Passenger,1,0,1,17,18,5.56
March 31 2017,Klickitat,WA,Truck,0,0,0,7932,7932,0
November 30 2024,Bell,TX,Passenger,2,2,4,248,252,1.59
October 31 2021,Los Angeles,CA,Passenger,9,10,19,1026,1045,1.82
July 31 2018,Pierce,WA,Passenger,1262,1196,2458,533080,535538,0.46
April 30 2019,Tulsa,OK,Passenger,1,0,1,59,60,1.67
January 31 2019,Alameda,CA,Passenger,0,2,2,335,337,0.59
August 31 2017,Pierce,WA,Passenger,999,867,1866,524601,526467,0.35
September 30 2022,Los Angeles,CA,Passenger,8,7,15,967,982,1.53
July 31 2020,Putnam,TN,Passenger,0,1,1,6,7,14.29
February 28 2022,Whatcom,WA,Truck,4,0,4,43513,43517,0.01
March 31 2025,Suffolk,MA,Passenger,2,1,3,33,36,8.33
August 31 2019,Honolulu,HI,Passenger,4,2,6,529,535,1.12
December 31 2025,Wahkiakum,WA,Truck,9,0,9,1700,1709,0.53
August 31 2017,Snohomish,WA,Passenger,1847,938,2785,513419,516204,0.54
November 30 2017,Prince George's,MD,Passenger,0,1,1,188,189,0.53
November 30 2022,Lake,IN,Passenger,0,1,1,13,14,7.14
March 31 2017,Douglas,WA,Truck,0,0,0,11441,11441,0
April 30 2017,Chelan,WA,Truck,0,0,0,21201,21201,0
February 29 2024,Hillsborough,FL,Passenger,3,2,5,136,141,3.55
January 31 2020,Clark,WA,Truck,0,0,0,81703,81703,0
April 30 2025,Wayne,MI,Passenger,1,0,1,20,21,4.76
May 31 2023,Maricopa,AZ,Passenger,23,6,29,1214,1243,2.33
February 28 2021,Hamilton,IN,Passenger,2,0,2,41,43,4.65
March 31 2020,Hamilton,IN,Passenger,1,0,1,44,45,2.22
September 30 2025,Shiawassee,MI,Passenger,1,0,1,0,1,100
April 30 2017,Skagit,WA,Passenger,124,97,221,87567,87788,0.25
August 31 2024,Medina,TX,Passenger,1,0,1,10,11,9.09
April 30 2020,DeKalb,GA,Passenger,2,0,2,88,90,2.22
August 31 2021,Ulster,NY,Passenger,1,0,1,17,18,5.56
February 28 2023,Chatham,NC,Passenger,1,0,1,9,10,10
May 31 2022,Baltimore,MD,Passenger,3,0,3,90,93,3.23
September 30 2021,Okanogan,WA,Truck,0,0,0,16675,16675,0
October 31 2018,Clark,NV,Passenger,3,3,6,817,823,0.73
December 31 2019,Harford,MD,Passenger,0,1,1,66,67,1.49
March 31 2023,Pierce,WA,Passenger,6797,2621,9418,531037,540455,1.74
March 31 2023,Davidson,TN,Passenger,1,0,1,66,67,1.49
December 31 2019,Fairfax,VA,Passenger,5,1,6,786,792,0.76
May 31 2023,Mason,WA,Truck,11,0,11,20651,20662,0.05
February 28 2021,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
May 31 2019,Goochland,VA,Passenger,1,1,2,270,272,0.74
August 31 2023,Honolulu,HI,Passenger,3,2,5,388,393,1.27
November 30 2018,Whatcom,WA,Passenger,731,353,1084,149036,150120,0.72
December 31 2023,Collier,FL,Passenger,1,0,1,20,21,4.76
May 31 2023,Randolph,NC,Passenger,1,0,1,3,4,25
May 31 2020,New York,NY,Passenger,2,0,2,70,72,2.78
May 31 2022,Benton,AR,Passenger,1,0,1,27,28,3.57
October 31 2019,Okanogan,WA,Truck,0,0,0,16509,16509,0
April 30 2023,Bartow,GA,Passenger,0,1,1,4,5,20
August 31 2023,Walla Walla,WA,Truck,7,0,7,13614,13621,0.05
October 31 2017,Monterey,CA,Passenger,0,2,2,201,203,0.99
April 30 2020,Kitsap,WA,Passenger,1309,677,1986,180250,182236,1.09
April 30 2019,King,WA,Truck,5,1,6,181644,181650,0
March 31 2022,DeKalb,GA,Passenger,1,0,1,66,67,1.49
June 30 2022,Fort Bend,TX,Passenger,2,0,2,35,37,5.41
June 30 2023,Okanogan,WA,Truck,7,0,7,16410,16417,0.04
October 31 2023,Virginia Beach,VA,Passenger,6,1,7,526,533,1.31
January 31 2026,,,Passenger,10,3,13,257,270,4.81
July 31 2018,Beaufort,SC,Passenger,1,0,1,46,47,2.13
September 30 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
March 31 2023,Skagit,WA,Passenger,1016,382,1398,88783,90181,1.55
August 31 2024,Nassau,NY,Passenger,2,0,2,26,28,7.14
July 31 2023,Philadelphia,PA,Passenger,0,1,1,70,71,1.41
March 31 2023,Harris,TX,Passenger,3,2,5,217,222,2.25
July 31 2025,Yakima,WA,Truck,48,0,48,61063,61111,0.08
December 31 2021,Escambia,FL,Passenger,0,1,1,156,157,0.64
March 31 2024,Stafford,VA,Passenger,3,0,3,78,81,3.7
February 28 2022,Denver,CO,Passenger,2,0,2,134,136,1.47
November 30 2018,Columbia,WA,Truck,0,0,0,1517,1517,0
December 31 2018,Marion,IN,Passenger,1,0,1,123,124,0.81
December 31 2020,Lake,IL,Passenger,2,0,2,173,175,1.14
October 31 2024,Williamson,TN,Passenger,0,1,1,12,13,7.69
October 31 2018,Volusia,FL,Passenger,0,1,1,41,42,2.38
September 30 2023,Yuba,CA,Passenger,1,0,1,55,56,1.79
September 30 2022,Harford,MD,Passenger,1,1,2,55,57,3.51
June 30 2017,Skagit,WA,Truck,1,0,1,31442,31443,0
March 31 2017,Moore,NC,Passenger,0,1,1,214,215,0.47
October 31 2020,Comal,TX,Passenger,0,1,1,53,54,1.85
November 30 2023,Hennepin,MN,Passenger,0,1,1,59,60,1.67
August 31 2022,Escambia,FL,Passenger,0,1,1,160,161,0.62
October 31 2023,Santa Clara,CA,Passenger,32,7,39,294,333,11.71
February 28 2025,DeKalb,GA,Passenger,2,0,2,43,45,4.44
July 31 2024,Northampton,PA,Passenger,1,0,1,32,33,3.03
December 31 2023,Clay,FL,Passenger,1,0,1,78,79,1.27
November 30 2019,Douglas,CO,Passenger,1,0,1,90,91,1.1
November 30 2019,Jefferson,WA,Truck,0,0,0,9648,9648,0
July 31 2023,Texas,MO,Passenger,1,0,1,1,2,50
September 30 2021,Providence,RI,Passenger,1,0,1,27,28,3.57
May 31 2024,District of Columbia,DC,Truck,1,0,1,15,16,6.25
August 31 2023,Washington,OR,Passenger,2,1,3,330,333,0.9
February 28 2023,Norfolk,MA,Passenger,1,1,2,29,31,6.45
April 30 2019,San Juan,WA,Truck,0,0,0,5826,5826,0
November 30 2022,Philadelphia,PA,Passenger,0,1,1,71,72,1.39
January 31 2026,Boone,IN,Passenger,1,0,1,4,5,20
May 31 2024,Washtenaw,MI,Passenger,1,2,3,32,35,8.57
December 31 2024,King,WA,Truck,2112,2,2114,169064,171178,1.23
March 31 2020,Chelan,WA,Passenger,220,80,300,54448,54748,0.55
September 30 2025,Clackamas,OR,Passenger,6,1,7,112,119,5.88
January 31 2024,San Benito,CA,Passenger,1,0,1,8,9,11.11
December 31 2025,Skagit,WA,Truck,114,0,114,30852,30966,0.37
December 31 2020,Kauai,HI,Passenger,2,0,2,19,21,9.52
June 30 2022,Walla Walla,WA,Passenger,170,100,270,35818,36088,0.75
April 30 2018,Hardin,KY,Passenger,0,1,1,118,119,0.84
January 31 2018,Honolulu,HI,Passenger,2,2,4,582,586,0.68
June 30 2024,Prince George,VA,Passenger,2,1,3,66,69,4.35
October 31 2017,Snohomish,WA,Truck,1,0,1,121413,121414,0
March 31 2021,Suffolk,MA,Passenger,0,2,2,42,44,4.55
December 31 2023,Salt Lake,UT,Passenger,5,3,8,166,174,4.6
September 30 2018,Manatee,FL,Passenger,1,0,1,45,46,2.17
August 31 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
February 29 2020,Hillsborough,FL,Passenger,0,1,1,204,205,0.49
February 28 2022,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
August 31 2018,Jefferson,WA,Passenger,152,101,253,24656,24909,1.02
January 31 2019,Tulsa,OK,Passenger,1,0,1,59,60,1.67
October 31 2019,Asotin,WA,Passenger,12,8,20,12629,12649,0.16
September 30 2024,Columbia,WA,Truck,1,0,1,1563,1564,0.06
February 28 2023,Bell,TX,Passenger,1,0,1,330,331,0.3
May 31 2022,Sauk,WI,Passenger,0,1,1,1,2,50
February 28 2023,Thurston,WA,Passenger,2754,1147,3901,190112,194013,2.01
January 31 2021,Leavenworth,KS,Passenger,0,1,1,106,107,0.93
July 31 2019,Grant,WA,Passenger,43,61,104,64983,65087,0.16
April 30 2024,Penobscot,ME,Passenger,0,1,1,5,6,16.67
February 28 2025,Stafford,VA,Passenger,4,0,4,69,73,5.48
March 31 2025,Berkeley,SC,Passenger,1,3,4,97,101,3.96
November 30 2025,Monona,IA,Passenger,1,0,1,1,2,50
February 28 2019,Calvert,MD,Passenger,0,1,1,91,92,1.09
June 30 2020,Snohomish,WA,Passenger,4426,1765,6191,533932,540123,1.15
August 31 2022,Madison,AL,Passenger,1,0,1,73,74,1.35
March 31 2019,Stevens,WA,Passenger,18,27,45,31598,31643,0.14
August 31 2022,Philadelphia,PA,Passenger,1,1,2,72,74,2.7
December 31 2017,Whatcom,WA,Passenger,532,226,758,145095,145853,0.52
December 31 2020,Ulster,NY,Passenger,1,0,1,15,16,6.25
May 31 2025,Miami-Dade,FL,Passenger,2,0,2,82,84,2.38
February 28 2022,Chelan,WA,Truck,0,0,0,23046,23046,0
December 31 2019,Wayne,MI,Passenger,0,1,1,63,64,1.56
May 31 2023,District of Columbia,DC,Truck,1,0,1,15,16,6.25
January 31 2025,Atlantic,NJ,Passenger,1,0,1,7,8,12.5
October 31 2025,Skagit,WA,Passenger,2190,727,2917,87747,90664,3.22
March 31 2023,Hawaii,HI,Passenger,2,0,2,47,49,4.08
August 31 2020,St. Mary's,MD,Passenger,1,0,1,228,229,0.44
November 30 2022,Escambia,FL,Passenger,0,1,1,161,162,0.62
January 31 2025,Cuyahoga,OH,Passenger,2,0,2,41,43,4.65
September 30 2017,San Juan,WA,Truck,0,0,0,5553,5553,0
January 31 2018,Okanogan,WA,Passenger,7,19,26,25690,25716,0.1
March 31 2025,San Joaquin,CA,Passenger,0,1,1,92,93,1.08
December 31 2021,Lake,IN,Passenger,0,1,1,9,10,10
September 30 2024,Stevens,WA,Truck,6,0,6,18647,18653,0.03
May 31 2021,Hudson,NJ,Passenger,1,0,1,51,52,1.92
June 30 2022,Nassau,NY,Passenger,3,0,3,36,39,7.69
November 30 2019,Yakima,WA,Truck,0,0,0,59558,59558,0
June 30 2019,DuPage,IL,Passenger,2,0,2,66,68,2.94
October 31 2022,San Mateo,CA,Truck,1,0,1,6,7,14.29
January 31 2022,Santa Clara,CA,Passenger,18,3,21,325,346,6.07
June 30 2025,Prince George's,MD,Passenger,4,1,5,121,126,3.97
January 31 2024,Chelan,WA,Truck,48,0,48,23080,23128,0.21
January 31 2021,Pima,AZ,Passenger,2,1,3,392,395,0.76
December 31 2018,Okanogan,WA,Passenger,16,22,38,26055,26093,0.15
December 31 2024,Kitsap,WA,Passenger,5330,1893,7223,174059,181282,3.98
April 30 2022,Hudson,NJ,Passenger,3,0,3,50,53,5.66
July 31 2020,Morris,NJ,Passenger,1,0,1,17,18,5.56
March 31 2023,Jackson,OK,Passenger,0,1,1,47,48,2.08
